BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom,Floor Group
1,4000,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
2,12000,0,Bangalore,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,8500,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
1,9000,400,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,10500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,0,Bangalore,Unfurnished,Bachelors,2,Lower Floor
3,32000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
3,21000,1000,Bangalore,Furnished,Bachelors/Family,3,Lower Floor
2,12000,900,Bangalore,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,7000,800,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,15000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
2,11400,1100,Bangalore,Unfurnished,Bachelors,2,Lower Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,19000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,27000,1000,Bangalore,Semi-Furnished,Bachelors,2,Upper Floor
3,48000,2000,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,7000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,15000,0,Bangalore,Unfurnished,Family,2,Ground Floor/Basement
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,7000,100,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,9000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,8000,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,35000,1200,Bangalore,Semi-Furnished,Bachelors,2,Lower Floor
2,16000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,4500,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
2,16000,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,8000,400,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
1,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,13000,1000,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,55000,1603,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,15000,0,Bangalore,Semi-Furnished,Family,3,Ground Floor/Basement
1,12000,420,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,9000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,36000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,37000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,6000,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
1,17000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,8000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
1,7500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,9500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,13500,700,Bangalore,Semi-Furnished,Bachelors,2,Lower Floor
1,9000,600,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,7000,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
1,8500,0,Bangalore,Furnished,Bachelors/Family,1,Upper Floor
2,18000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,11000,0,Bangalore,Semi-Furnished,Family,1,Ground Floor/Basement
3,18000,0,Bangalore,Furnished,Bachelors/Family,2,Upper Floor
3,17000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
1,6500,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,11500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,22000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,13000,450,Bangalore,Furnished,Bachelors/Family,1,Upper Floor
3,20000,773,Bangalore,Semi-Furnished,Bachelors,2,Lower Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Bangalore,Unfurnished,Bachelors/Family,2,Upper Floor
1,8000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,20000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,20000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,8000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,11000,600,Bangalore,Unfurnished,Bachelors,2,Lower Floor
3,40000,1840,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,30000,1600,Bangalore,Semi-Furnished,Family,2,Lower Floor
2,8000,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
2,15000,1100,Bangalore,Unfurnished,Bachelors,2,Upper Floor
2,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Bangalore,Semi-Furnished,Family,2,Lower Floor
3,20000,1200,Bangalore,Semi-Furnished,Bachelors,2,Ground Floor/Basement
3,13000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,17500,0,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
1,8000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,8500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,7500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,22000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,6000,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,32900,1200,Bangalore,Furnished,Bachelors/Family,1,Lower Floor
2,15000,0,Bangalore,Furnished,Bachelors/Family,1,Lower Floor
2,10000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
3,21000,0,Bangalore,Unfurnished,Bachelors/Family,2,Upper Floor
4,63000,2650,Bangalore,Unfurnished,Bachelors,5,Lower Floor
1,6900,50,Bangalore,Semi-Furnished,Bachelors,1,Ground Floor/Basement
2,14000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
1,14500,0,Bangalore,Semi-Furnished,Bachelors,1,Upper Floor
1,6500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,13000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
2,8000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,18000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,20000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,14000,750,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
4,50000,0,Bangalore,Furnished,Bachelors/Family,4,Upper Floor
2,14500,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
2,15000,0,Bangalore,Furnished,Bachelors/Family,2,Ground Floor/Basement
1,11500,550,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12000,600,Bangalore,Semi-Furnished,Bachelors,2,Lower Floor
2,18000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,25000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,10000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,8000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,40000,1300,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,16000,900,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,23000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,25000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,7000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,17500,1250,Bangalore,Unfurnished,Bachelors,2,Lower Floor
1,10000,415,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,39000,0,Bangalore,Furnished,Bachelors/Family,3,Lower Floor
3,22000,1200,Bangalore,Unfurnished,Bachelors,2,Upper Floor
2,18000,0,Bangalore,Semi-Furnished,Family,2,Lower Floor
2,23000,0,Bangalore,Furnished,Bachelors/Family,2,Upper Floor
2,20000,1150,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
1,10000,450,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,15000,600,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,17000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,56000,1900,Bangalore,Unfurnished,Bachelors,3,Lower Floor
3,43000,1700,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,25000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,9000,500,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,31000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,5000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,16000,0,Bangalore,Unfurnished,Bachelors,2,Ground Floor/Basement
1,20000,800,Bangalore,Semi-Furnished,Family,1,Ground Floor/Basement
3,28000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,18000,1450,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,12000,0,Bangalore,Semi-Furnished,Bachelors,1,Upper Floor
2,20000,0,Bangalore,Furnished,Family,2,Upper Floor
3,25000,0,Bangalore,Semi-Furnished,Bachelors,3,Lower Floor
3,35000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,7000,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
1,7500,600,Bangalore,Unfurnished,Bachelors,1,Ground Floor/Basement
2,14000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,20000,1100,Bangalore,Semi-Furnished,Bachelors,2,Lower Floor
2,21000,1100,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,5500,600,Bangalore,Unfurnished,Bachelors,1,Lower Floor
2,10000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
1,7000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,11500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,22000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
2,19000,1221,Bangalore,Unfurnished,Bachelors,2,Lower Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10500,700,Bangalore,Semi-Furnished,Family,1,Ground Floor/Basement
2,12000,700,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,7000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,15000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,23000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,6500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,29000,1800,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,12000,900,Bangalore,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Bangalore,Semi-Furnished,Bachelors,2,Upper Floor
2,12500,500,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,32000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,8000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,10500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,6000,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
3,16000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,45000,1600,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,5000,0,Bangalore,Semi-Furnished,Family,1,Lower Floor
3,14000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,20000,900,Bangalore,Furnished,Bachelors/Family,2,Ground Floor/Basement
1,11000,550,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,5500,0,Bangalore,Unfurnished,Bachelors,1,Lower Floor
3,55000,1800,Bangalore,Unfurnished,Bachelors,3,Lower Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,8500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,15000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
1,7500,600,Bangalore,Semi-Furnished,Bachelors,1,Upper Floor
2,16000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,20000,1150,Bangalore,Furnished,Family,2,Lower Floor
2,14500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,14000,900,Bangalore,Semi-Furnished,Bachelors,2,Upper Floor
1,7000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,27500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,18000,0,Bangalore,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,31000,0,Bangalore,Furnished,Family,3,Upper Floor
2,15000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,11000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,4500,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
1,9000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,16000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,5000,350,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,15000,600,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,3500,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,16000,0,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
2,17000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Ground Floor/Basement
3,30000,0,Bangalore,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12000,1020,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
1,9000,600,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,20000,550,Bangalore,Semi-Furnished,Bachelors,1,Lower Floor
3,30000,1400,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
2,20000,1050,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
2,20000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
3,25000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,9000,800,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,17000,800,Bangalore,Semi-Furnished,Bachelors,1,Ground Floor/Basement
2,16500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7000,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
3,30000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,8500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,8000,700,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,20000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,30000,1645,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,120000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
1,7000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Bangalore,Furnished,Bachelors/Family,2,Upper Floor
1,5000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,30000,0,Bangalore,Semi-Furnished,Bachelors,4,Ground Floor/Basement
1,6500,0,Bangalore,Unfurnished,Bachelors,1,Lower Floor
1,10000,650,Bangalore,Semi-Furnished,Bachelors,1,Upper Floor
1,18000,400,Bangalore,Unfurnished,Bachelors,1,Ground Floor/Basement
2,30000,1296,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,20000,1000,Bangalore,Semi-Furnished,Bachelors,2,Upper Floor
1,16500,600,Bangalore,Unfurnished,Bachelors,1,Upper Floor
1,15000,0,Bangalore,Furnished,Bachelors/Family,1,Upper Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,70000,800,Bangalore,Unfurnished,Bachelors,1,Lower Floor
1,22000,455,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,9750,575,Bangalore,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,23000,0,Bangalore,Unfurnished,Bachelors/Family,2,Upper Floor
2,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,60000,1550,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,11000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,11000,450,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,19000,1350,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,55000,0,Bangalore,Semi-Furnished,Bachelors,3,Lower Floor
2,11000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,50000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,13500,0,Bangalore,Unfurnished,Bachelors/Family,2,Upper Floor
2,16500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,120000,2110,Bangalore,Unfurnished,Bachelors,3,Upper Floor
1,7000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,7000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
1,18000,0,Bangalore,Furnished,Bachelors/Family,1,Ground Floor/Basement
1,11000,0,Bangalore,Semi-Furnished,Family,1,Lower Floor
1,9000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
3,60000,2080,Bangalore,Semi-Furnished,Family,3,Lower Floor
2,12500,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,16000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,30000,1025,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,17000,1100,Bangalore,Semi-Furnished,Bachelors,2,Lower Floor
1,8000,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
2,16500,0,Bangalore,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,12000,0,Bangalore,Semi-Furnished,Family,2,Upper Floor
2,17000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,35000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,13000,1180,Bangalore,Semi-Furnished,Family,2,Lower Floor
2,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,9000,580,Bangalore,Semi-Furnished,Bachelors,1,Ground Floor/Basement
1,6000,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,8900,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,40000,1900,Bangalore,Unfurnished,Bachelors,3,Lower Floor
2,24000,1105,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
2,18500,1080,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
2,16000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,8000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,27000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,17000,0,Bangalore,Furnished,Bachelors/Family,2,Upper Floor
3,50000,1250,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,14000,800,Bangalore,Unfurnished,Bachelors,2,Upper Floor
1,5000,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,8000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,20000,0,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,20000,1252,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,11000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8500,0,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
3,22500,1600,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,15000,0,Bangalore,Furnished,Bachelors/Family,2,Upper Floor
2,11000,950,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,11000,0,Bangalore,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,9000,1000,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,120000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,15000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,7000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,5000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,18000,0,Bangalore,Furnished,Bachelors/Family,1,Lower Floor
3,45000,2200,Bangalore,Semi-Furnished,Bachelors,3,Lower Floor
2,21000,1005,Bangalore,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,10000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Bangalore,Semi-Furnished,Family,2,Ground Floor/Basement
2,11000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7500,500,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,22000,1100,Bangalore,Semi-Furnished,Family,2,Lower Floor
2,17000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,20000,0,Bangalore,Semi-Furnished,Family,2,Upper Floor
2,18000,0,Bangalore,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,13000,780,Bangalore,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,38000,1274,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,36000,1200,Bangalore,Furnished,Bachelors/Family,2,Lower Floor
1,7500,0,Bangalore,Unfurnished,Bachelors/Family,1,Upper Floor
1,9000,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,18000,1100,Bangalore,Semi-Furnished,Bachelors,3,Upper Floor
1,6500,0,Bangalore,Unfurnished,Bachelors,1,Lower Floor
2,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,18000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,75000,1850,Bangalore,Semi-Furnished,Bachelors,3,Upper Floor
2,25000,0,Bangalore,Unfurnished,Family,2,Ground Floor/Basement
2,20000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8000,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,11000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
3,65000,1480,Bangalore,Furnished,Family,2,Lower Floor
1,6000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,11000,0,Bangalore,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,20000,0,Bangalore,Unfurnished,Bachelors/Family,2,Lower Floor
1,5500,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,12000,0,Bangalore,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,21500,0,Bangalore,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,9300,0,Bangalore,Unfurnished,Bachelors/Family,1,Lower Floor
1,6000,0,Bangalore,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
